app,category,rating,reviews,price,size_bytes,store
Photo frame,PHOTOGRAPHY,4.5,859,0.0,21000000,google
Huji Cam,PHOTOGRAPHY,4.4,40289,0.0,19000000,google
HD Camera,PHOTOGRAPHY,4.3,49680,0.0,8000000,google
Makeup Editor -Beauty Photo Editor & Selfie Camera,PHOTOGRAPHY,4.5,3378,0.0,30000000,google
Makeup Photo Editor: Makeup Camera & Makeup Editor,PHOTOGRAPHY,4.4,10525,0.0,25000000,google
Moto Photo Editor,PHOTOGRAPHY,3.3,3492,0.0,17000000,google
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864,0.0,13000000,google
Photo Frame,PHOTOGRAPHY,4.5,74476,0.0,23000000,google
"Sweet Snap Lite - live filter, Selfie photo editor",PHOTOGRAPHY,4.5,3116,0.0,22000000,google
"Selfie Camera: Beauty Camera, Photo Editor,Collage",PHOTOGRAPHY,4.7,31985,0.0,9000000,google
Night Photo Frame,PHOTOGRAPHY,4.5,4400,0.0,8000000,google
Selfie Photo Editor,PHOTOGRAPHY,4.6,11677,0.0,19000000,google
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158047,0.0,53000000,google
My Photo Keyboard,PHOTOGRAPHY,4.3,56114,0.0,17000000,google
Kids Photo Frames,PHOTOGRAPHY,4.6,15700,0.0,10000000,google
"Pretty Makeup, Beauty Photo Editor & Snappy Camera",PHOTOGRAPHY,4.5,26361,0.0,29000000,google
Photo Collage - Layout Editor,PHOTOGRAPHY,4.5,285788,0.0,46000000,google
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410,0.0,4000000,google
Snap Cat Face Camera,PHOTOGRAPHY,4.0,5855,0.0,4000000,google
"Sweet Camera - Selfie Filters, Beauty Camera",PHOTOGRAPHY,4.7,233039,0.0,24000000,google
Photo Frames,PHOTOGRAPHY,4.3,28578,0.0,23000000,google
"Sweet Selfie - selfie camera, beauty cam, photo edit",PHOTOGRAPHY,4.6,1159058,0.0,25000000,google
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,0.0,26000000,google
Open Camera,PHOTOGRAPHY,4.3,116880,0.0,2000000,google
Beauty Makeup – Photo Makeover,PHOTOGRAPHY,4.3,21730,0.0,19000000,google
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421,0.0,9000000,google
Muzy - Share photos & collages,PHOTOGRAPHY,4.4,70189,0.0,13000000,google
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,847159,0.0,4000000,google
Flickr,PHOTOGRAPHY,4.3,251951,0.0,16000000,google
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",PHOTOGRAPHY,4.6,98716,0.0,59000000,google
Camera for Android,PHOTOGRAPHY,4.2,240475,0.0,9000000,google
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936,0.0,53000000,google
Photo Mixer,PHOTOGRAPHY,3.9,55427,0.0,6000000,google
Wondershare PowerCam,PHOTOGRAPHY,4.2,329160,0.0,27000000,google
love,PHOTOGRAPHY,4.3,42677,0.0,22000000,google
InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,4.3,811693,0.0,50000000,google
"KVAD Camera +: Selfie, Photo Filter, Grids",PHOTOGRAPHY,4.1,23440,0.0,30000000,google
Photo Editor,PHOTOGRAPHY,4.3,42079,0.0,17000000,google
Camera51 - a smarter camera,PHOTOGRAPHY,4.0,29707,0.0,18000000,google
InstaCam - Camera for Selfie,PHOTOGRAPHY,4.0,15098,0.0,10000000,google
"Phogy, 3D Camera",PHOTOGRAPHY,4.0,35724,0.0,9000000,google
Sweet Camera,PHOTOGRAPHY,4.4,71898,0.0,23000000,google
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4.3,4865093,0.0,51000000,google
RetroSelfie - Selfie Editor,PHOTOGRAPHY,4.1,106080,0.0,35000000,google
Mega Photo,PHOTOGRAPHY,4.2,44941,0.0,16000000,google
Blur Image Background,PHOTOGRAPHY,3.9,129272,0.0,11000000,google
MIX by Camera360,PHOTOGRAPHY,4.4,111066,0.0,74000000,google
Facetune - For Free,PHOTOGRAPHY,4.4,49553,5.99,48000000,google
Muzy - Share photos & collages,PHOTOGRAPHY,4.4,70189,0.0,13000000,google
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,847159,0.0,4000000,google
Flickr,PHOTOGRAPHY,4.3,251951,0.0,16000000,google
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",PHOTOGRAPHY,4.6,98716,0.0,59000000,google
Camera FV-5 Lite,PHOTOGRAPHY,4.0,130081,0.0,5000000,google
HD Camera Ultra,PHOTOGRAPHY,4.3,462152,0.0,1000000,google
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917,0.0,5000000,google
Camera ZOOM FX - FREE,PHOTOGRAPHY,4.0,88860,0.0,6000000,google
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211,0.0,1000000,google
HD Camera for Android,PHOTOGRAPHY,4.1,351254,0.0,4000000,google
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506,0.0,47000000,google
Open Camera,PHOTOGRAPHY,4.3,116880,0.0,2000000,google
Camera for Android,PHOTOGRAPHY,4.2,240475,0.0,9000000,google
Samsung SMART CAMERA App,PHOTOGRAPHY,4.0,34753,0.0,22000000,google
Square InPic - Photo Editor & Collage Maker,PHOTOGRAPHY,4.4,635846,0.0,14000000,google
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.1,78140,0.0,10000000,google
Lapse It • Time Lapse • Pro,PHOTOGRAPHY,4.3,12865,2.99,6000000,google
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343,0.0,44000000,google
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4.3,4865107,0.0,51000000,google
Facetune - For Free,PHOTOGRAPHY,4.4,49553,5.99,48000000,google
PhotoWonder: Pro Beauty Photo Editor Collage Maker,PHOTOGRAPHY,4.4,852649,0.0,43000000,google
Photo Effects Pro,PHOTOGRAPHY,4.4,1494491,0.0,21000000,google
No Crop & Square for Instagram,PHOTOGRAPHY,4.6,819774,0.0,25000000,google
Picture Grid Builder,PHOTOGRAPHY,4.0,33439,0.0,3000000,google
HD Camera for Android,PHOTOGRAPHY,4.1,351255,0.0,4000000,google
Photo Studio,PHOTOGRAPHY,4.2,477831,0.0,51000000,google
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126337,0.0,9000000,google
Camera for Android,PHOTOGRAPHY,4.2,240475,0.0,9000000,google
Pic Stitch - #1 Collage Maker,PHOTOGRAPHY,4.2,15426,0.0,50000000,google
Photo Editor by Aviary,PHOTOGRAPHY,4.4,1490732,0.0,21000000,google
Pixlr – Free Photo Editor,PHOTOGRAPHY,4.4,1163232,0.0,31000000,google
Photo Editor,PHOTOGRAPHY,4.1,114680,0.0,27000000,google
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,0.0,53000000,google
PicsArt Photo Studio: Collage Maker & Pic Editor,PHOTOGRAPHY,4.5,7594559,0.0,34000000,google
Color Touch Effects,PHOTOGRAPHY,3.8,167652,0.0,12000000,google
InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,4.3,811714,0.0,50000000,google
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,4.4,1075277,0.0,47000000,google
Pixgram- video photo slideshow,PHOTOGRAPHY,4.2,93726,0.0,9000000,google
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4.3,4865132,0.0,51000000,google
Facetune - For Free,PHOTOGRAPHY,4.4,49553,5.99,48000000,google
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295,0.0,24000000,google
Add Text To Photo,PHOTOGRAPHY,4.1,21578,0.0,1000000,google
Phonto - Text on Photos,PHOTOGRAPHY,4.3,307453,0.0,17000000,google
Collage&Add Stickers papelook,PHOTOGRAPHY,4.0,32896,0.0,31000000,google
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",PHOTOGRAPHY,4.6,98717,0.0,59000000,google
Photo Collage - InstaMag,PHOTOGRAPHY,4.3,542561,0.0,46000000,google
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,0.0,53000000,google
"Meitu – Beauty Cam, Easy Photo Editor",PHOTOGRAPHY,4.5,462702,0.0,45000000,google
Free Sports TV,SPORTS,4.3,1802,0.0,9000000,google
"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133825,0.0,34000000,google
Onefootball - Soccer Scores,SPORTS,4.7,911995,0.0,20000000,google
Cristiano Ronaldo Wallpaper,SPORTS,4.6,1733,0.0,19000000,google
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342909,0.0,6000000,google
kicker football news,SPORTS,4.3,56270,0.0,15000000,google
Football Live Scores,SPORTS,4.5,107724,0.0,6000000,google
Pro 2018 - Series A and B,SPORTS,4.6,101455,0.0,6000000,google
MARCA - Sports Leader Diary,SPORTS,3.9,76346,0.0,14000000,google
"Foot Mercato: transfers, results, news, live",SPORTS,4.3,39878,0.0,6000000,google
All Football - Latest News & Videos,SPORTS,4.6,152867,0.0,17000000,google
Premier League - Official App,SPORTS,4.3,63580,0.0,24000000,google
beIN SPORTS TR,SPORTS,4.0,135763,0.0,13000000,google
ESPN Fantasy Sports,SPORTS,4.0,176448,0.0,10000000,google
"All Football GO- Live Score, Games",SPORTS,4.6,1981,0.0,10000000,google
Top Mercato: football news,SPORTS,4.3,16016,0.0,6000000,google
GollerCepte Live Score,SPORTS,4.2,9992,0.0,31000000,google
Hovercraft Racer,SPORTS,4.0,218,0.0,28000000,google
World Cup 2018,SPORTS,4.6,4011,0.0,2000000,google
GollerCepte 1903,SPORTS,4.7,25172,0.0,30000000,google
League18,SPORTS,4.3,14123,0.0,13000000,google
Speed Boat Racing,SPORTS,4.0,2487,0.0,27000000,google
La Liga - Spanish Soccer League Official,SPORTS,4.5,180938,0.0,29000000,google
Lionel Messi Wallpapers,SPORTS,4.7,950,0.0,18000000,google
Goal Live Scores,SPORTS,4.4,232423,0.0,35000000,google
The 5th Stand,SPORTS,4.8,1664,0.0,17000000,google
U + professional baseball,SPORTS,4.3,2486,0.0,18000000,google
Mercato foot by Maxifoot,SPORTS,4.4,697,0.0,3000000,google
MLB Ballpark,SPORTS,3.9,5510,0.0,32000000,google
MUTV - Manchester United TV,SPORTS,4.4,4549,0.0,24000000,google
ESPN Fantasy Sports,SPORTS,4.0,176448,0.0,10000000,google
"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133825,0.0,34000000,google
WatchESPN,SPORTS,4.1,288809,0.0,6000000,google
CBS Sports Fantasy,SPORTS,4.0,43611,0.0,27000000,google
NBC Sports,SPORTS,3.1,78442,0.0,25000000,google
WatchESPN,SPORTS,4.1,288809,0.0,6000000,google
NBC Sports Gold,SPORTS,2.9,3017,0.0,24000000,google
Telemundo Deportes - Live,SPORTS,4.5,36255,0.0,25000000,google
SwingAid - Level up Golf,SPORTS,4.3,752,0.0,33000000,google
Golf Channel,SPORTS,4.1,19230,0.0,88000000,google
The Rules of Golf,SPORTS,4.3,926,0.0,9000000,google
Zepp Golf Swing Analyzer,SPORTS,4.4,2020,0.0,84000000,google
Live Golf Scores - US & European Golf,SPORTS,4.2,798,0.0,4000000,google
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,0.0,25000000,google
PGA TOUR LIVE,SPORTS,3.4,1845,0.0,12000000,google
Mobitee GPS Golf Free,SPORTS,4.2,1904,0.0,9000000,google
GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085,0.0,61000000,google
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,29.99,25000000,google
PGA TOUR,SPORTS,4.0,11151,0.0,52000000,google
FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,0.0,57000000,google
DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017,0.0,41000000,google
Fantasy Football Manager (FPL),SPORTS,4.4,63650,0.0,4000000,google
ESPN Fantasy Sports,SPORTS,4.0,176450,0.0,10000000,google
Fantasy Football,SPORTS,3.5,50179,0.0,23000000,google
CBS Sports Fantasy,SPORTS,4.0,43611,0.0,27000000,google
US Open Tennis Championships 2018,SPORTS,4.0,9971,0.0,33000000,google
Live Tennis Rankings / LTR,SPORTS,4.8,1660,0.0,4000000,google
Tennis Livescore Widget,SPORTS,4.1,361,0.0,2000000,google
"The Championships, Wimbledon 2018",SPORTS,4.3,24082,0.0,95000000,google
"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,0.0,34000000,google
Tennis 24 - tennis live scores,SPORTS,4.6,990,0.0,9000000,google
"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,0.0,19000000,google
Tennis News and Scores,SPORTS,4.3,101,0.0,3000000,google
"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,0.0,34000000,google
MSN Sports - Scores & Schedule,SPORTS,4.5,35394,0.0,21000000,google
"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,0.0,19000000,google
WatchESPN,SPORTS,4.1,288809,0.0,6000000,google
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,0.0,82000000,google
NCAA March Madness Live,SPORTS,4.1,34123,0.0,19000000,google
SportsManias Fantasy Team News,SPORTS,3.5,4057,0.0,26000000,google
Thuuz Sports,SPORTS,4.5,5517,0.0,5000000,google
NCAA Sports,SPORTS,3.9,4272,0.0,16000000,google
US Open Tennis Championships 2018,SPORTS,4.0,9971,0.0,33000000,google
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,0.0,6000000,google
365Scores - Live Scores,SPORTS,4.6,666521,0.0,25000000,google
"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,0.0,34000000,google
Fantasy Football & NFL News,SPORTS,4.5,2943,0.0,8000000,google
NBA,SPORTS,4.4,108318,0.0,35000000,google
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,0.0,25000000,google
"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,0.0,19000000,google
NHL,SPORTS,4.0,68935,0.0,48000000,google
NASCAR MOBILE,SPORTS,4.2,80900,0.0,21000000,google
WatchESPN,SPORTS,4.1,288809,0.0,6000000,google
MLB Ballpark,SPORTS,3.9,5511,0.0,32000000,google
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,0.0,82000000,google
Fantasy Football,SPORTS,3.5,50179,0.0,23000000,google
PGA TOUR,SPORTS,4.0,11151,0.0,52000000,google
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,0.0,14000000,google
TripIt: Travel Organizer,TRAVEL_AND_LOCAL,4.4,49190,0.0,25000000,google
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,0.0,58000000,google
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,216388,0.0,19000000,google
Skyscanner,TRAVEL_AND_LOCAL,4.5,481545,0.0,29000000,google
World Travel Guide by Triposo,TRAVEL_AND_LOCAL,4.4,6012,0.0,81000000,google
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,0.0,28000000,google
GPS Map Free,TRAVEL_AND_LOCAL,4.0,33782,0.0,7000000,google
Offline Maps & Navigation,TRAVEL_AND_LOCAL,4.7,192641,0.0,33000000,google
GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551,0.0,42000000,google
Southwest Airlines,TRAVEL_AND_LOCAL,3.9,24781,0.0,8000000,google
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,0.0,14000000,google
AirAsia,TRAVEL_AND_LOCAL,3.9,98585,0.0,37000000,google
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136633,0.0,14000000,google
Allegiant,TRAVEL_AND_LOCAL,3.1,5572,0.0,21000000,google
Amtrak,TRAVEL_AND_LOCAL,3.7,16815,0.0,28000000,google
JAL (Domestic and international flights),TRAVEL_AND_LOCAL,3.4,2277,0.0,27000000,google
VZ Navigator for Tablets,TRAVEL_AND_LOCAL,3.6,285,0.0,39000000,google
"HSL - Tickets, route planner and information",TRAVEL_AND_LOCAL,3.3,256,0.0,17000000,google
VZ Navigator for Galaxy S4,TRAVEL_AND_LOCAL,3.0,2750,0.0,39000000,google
MAIN,TRAVEL_AND_LOCAL,3.6,7081,0.0,51000000,google
"Yoriza Pension - travel, lodging, pension, camping, caravan, pool villas accommodation discount",TRAVEL_AND_LOCAL,4.8,17882,0.0,86000000,google
"Yatra - Flights, Hotels, Bus, Trains & Cabs",TRAVEL_AND_LOCAL,4.5,251037,0.0,26000000,google
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,0.0,46000000,google
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,0.0,29000000,google
Despegar.com Hotels and Flights,TRAVEL_AND_LOCAL,4.4,150932,0.0,27000000,google
Navigation Plus,TRAVEL_AND_LOCAL,4.1,928,0.0,14000000,google
Poynt,TRAVEL_AND_LOCAL,4.0,26665,0.0,10000000,google
Gaode Map,TRAVEL_AND_LOCAL,3.9,13275,0.0,71000000,google
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,0.0,15000000,google
Free Radar Detector,TRAVEL_AND_LOCAL,4.3,15680,0.0,11000000,google
Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets,TRAVEL_AND_LOCAL,4.2,5112,0.0,62000000,google
United Airlines,TRAVEL_AND_LOCAL,3.5,30447,0.0,80000000,google
NTES,TRAVEL_AND_LOCAL,4.3,165299,0.0,5000000,google
Where is my Train : Indian Railway & PNR Status,TRAVEL_AND_LOCAL,4.7,620534,0.0,9000000,google
Gormey: Find Best Restaurants,TRAVEL_AND_LOCAL,4.3,34,0.0,7000000,google
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,0.0,26000000,google
Urbanspoon Restaurant Reviews,TRAVEL_AND_LOCAL,4.2,35560,0.0,13000000,google
Qatar Airways,TRAVEL_AND_LOCAL,4.3,11182,0.0,62000000,google
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,0.0,10000000,google
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,0.0,15000000,google
United Airlines,TRAVEL_AND_LOCAL,3.5,30447,0.0,80000000,google
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,0.0,14000000,google
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,0.0,57000000,google
British Airways,TRAVEL_AND_LOCAL,4.2,25740,0.0,51000000,google
Southwest Airlines,TRAVEL_AND_LOCAL,3.9,24781,0.0,8000000,google
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,0.0,24000000,google
JetBlue,TRAVEL_AND_LOCAL,4.4,24281,0.0,29000000,google
Flights,TRAVEL_AND_LOCAL,4.4,18039,0.0,3000000,google
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,0.0,46000000,google
The Emirates App,TRAVEL_AND_LOCAL,4.4,22748,0.0,55000000,google
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,216388,0.0,19000000,google
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780,0.0,19000000,google
KLM - Royal Dutch Airlines,TRAVEL_AND_LOCAL,3.7,7705,0.0,40000000,google
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,0.0,29000000,google
Lufthansa,TRAVEL_AND_LOCAL,3.6,14544,0.0,43000000,google
easyJet: Travel App,TRAVEL_AND_LOCAL,4.4,134895,0.0,50000000,google
LateRooms: Find Hotel Deals,TRAVEL_AND_LOCAL,4.1,2419,0.0,13000000,google
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,0.0,15000000,google
HOTEL DEALS,TRAVEL_AND_LOCAL,4.2,1609,0.0,4000000,google
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,0.0,14000000,google
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,216388,0.0,19000000,google
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,0.0,29000000,google
IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,4.3,18622,0.0,44000000,google
SPG: Starwood Hotels & Resorts,TRAVEL_AND_LOCAL,4.2,8258,0.0,22000000,google
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,0.0,28000000,google
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,0.0,12000000,google
Turo - Better Than Car Rental,TRAVEL_AND_LOCAL,4.4,14114,0.0,46000000,google
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,0.0,7000000,google
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,0.0,29000000,google
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,0.0,4000000,google
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,0.0,8000000,google
Scout GPS Navigation & Meet Up,TRAVEL_AND_LOCAL,4.2,120373,0.0,31000000,google
Street Panorama View,TRAVEL_AND_LOCAL,4.2,40225,0.0,4000000,google
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,0.0,22000000,google
Sygic Truck GPS Navigation,TRAVEL_AND_LOCAL,4.2,18294,0.0,28000000,google
Moto File Manager,TOOLS,4.1,38655,0.0,5000000,google
Motorola Alert,TOOLS,4.2,24199,0.0,3000000,google
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,0.0,15000000,google
Moto Suggestions ™,TOOLS,4.6,308,0.0,4000000,google
myMetro,TOOLS,4.0,26189,0.0,5000000,google
My Telcel,TOOLS,3.1,45838,0.0,16000000,google
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,0.0,7000000,google
"Calculator - free calculator ,multi calculator app",TOOLS,4.4,1236,0.0,5000000,google
SHAREit - Transfer & Share,TOOLS,4.6,7790693,0.0,17000000,google
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,0.0,8000000,google
Nokia mobile support,TOOLS,4.4,12215,0.0,9000000,google
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,0.0,7000000,google
Samsung Calculator,TOOLS,4.4,9602,0.0,2000000,google
Clear,TOOLS,3.1,24151,0.0,15000000,google
AT&T Smart Wi-Fi,TOOLS,3.9,18513,0.0,6000000,google
Sound Recorder: Recorder & Voice Changer Free,TOOLS,3.9,14552,0.0,17000000,google
TouchPal Keyboard for vivo,TOOLS,4.3,357,0.0,58000000,google
Google Assistant Go,TOOLS,3.7,315,0.0,4000000,google
My love,TOOLS,3.5,163997,0.0,16000000,google
DuraSpeed,TOOLS,3.8,5431,0.0,1000000,google
HTC Sense Input-LV,TOOLS,3.6,59,0.0,2000000,google
HTC Sense Input-CA,TOOLS,3.1,124,0.0,1000000,google
HTC Sense Input-AR,TOOLS,3.8,1420,0.0,2000000,google
Digital Alarm Clock,TOOLS,4.2,118439,0.0,16000000,google
Alarm Clock Free,TOOLS,4.0,59973,0.0,11000000,google
Puzzle Alarm Clock ⏰,TOOLS,4.3,32111,0.0,5000000,google
I Can't Wake Up! Alarm Clock,TOOLS,4.5,70404,0.0,4000000,google
Brightest Flashlight - LED Light,TOOLS,4.5,876866,0.0,9000000,google
LED Flashlight,TOOLS,4.4,207706,0.0,4000000,google
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,0.0,1000000,google
Flashlight - Torch LED Light,TOOLS,4.4,192661,0.0,8000000,google
Super Flashlight + LED,TOOLS,4.3,54207,0.0,4000000,google
Brightest Flashlight Free ®,TOOLS,4.7,1335799,0.0,3000000,google
Fraction Calculator Plus Free,TOOLS,4.5,148506,0.0,11000000,google
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692,0.0,11000000,google
Calculator with Percent (Free),TOOLS,4.8,48211,0.0,7000000,google
Graphing Calculator,TOOLS,3.9,12388,0.0,5000000,google
Unit Converter,TOOLS,4.5,85387,0.0,5000000,google
Calculator ++,TOOLS,4.6,33509,0.0,3000000,google
ConvertPad - Unit Converter,TOOLS,4.4,90831,0.0,4000000,google
Classic Calculator,TOOLS,4.0,85659,0.0,27000000,google
weight conversion calculator,TOOLS,4.0,807,0.0,1000000,google
Age Calculator,TOOLS,4.4,24265,0.0,3000000,google
EzCalculator,TOOLS,4.1,1657,0.0,2000000,google
SuperVPN Free VPN Client,TOOLS,4.3,576454,0.0,6000000,google
Hideman VPN,TOOLS,4.1,88675,0.0,9000000,google
Fast Secure VPN,TOOLS,4.3,56848,0.0,9000000,google
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,0.0,10000000,google
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,0.0,8000000,google
OpenVPN Connect – Fast & Safe SSL VPN Client,TOOLS,4.2,154578,0.0,14000000,google
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",TOOLS,4.2,40676,0.0,25000000,google
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,0.0,9000000,google
SurfEasy Secure Android VPN,TOOLS,4.5,273283,0.0,22000000,google
VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,4.5,801054,0.0,8000000,google
Smart Keyboard Trial,TOOLS,4.1,65597,0.0,2000000,google
"Emoji keyboard - Cute Emoticons, GIF, Stickers",TOOLS,4.4,1107320,0.0,25000000,google
Wifi Analyzer,TOOLS,4.4,335115,0.0,1000000,google
Network Signal Info,TOOLS,4.1,33926,0.0,17000000,google
osmino Wi-Fi: free WiFi,TOOLS,4.2,134203,0.0,4000000,google
WiFi Overview 360,TOOLS,4.1,15693,0.0,18000000,google
Speedcheck,TOOLS,4.6,48979,0.0,14000000,google
NETGEAR WiFi Analytics,TOOLS,4.1,9496,0.0,696000,google
Keypad Lock Screen,TOOLS,4.2,428581,0.0,4000000,google
photo keypad lockscreen,TOOLS,4.1,225544,0.0,8000000,google
Solo Locker (DIY Locker),TOOLS,4.5,474439,0.0,7000000,google
Lock Screen,TOOLS,4.0,41137,0.0,4000000,google
ZERO Lock Screen,TOOLS,3.5,75336,0.0,544000,google
AppLock - Fingerprint,TOOLS,4.4,745245,0.0,3000000,google
Screen Off and Lock,TOOLS,4.1,172990,0.0,525000,google
Screen Lock,TOOLS,4.2,68309,0.0,2000000,google
Funny Ringtones,PERSONALIZATION,4.4,7146,0.0,14000000,google
"XOS - Launcher,Theme,Wallpaper",PERSONALIZATION,4.6,49657,0.0,8000000,google
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,0.0,21000000,google
Golden Launcher,PERSONALIZATION,4.4,32794,0.0,12000000,google
Launcher,PERSONALIZATION,4.5,102923,0.0,18000000,google
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,0.0,17000000,google
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,0.0,3000000,google
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,0.0,23000000,google
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,0.0,14000000,google
ZenUI Launcher,PERSONALIZATION,4.7,1141545,0.0,15000000,google
"Color Call - Caller Screen, LED Flash",PERSONALIZATION,4.7,29485,0.0,9000000,google
